team,gymnast,roster2015,roster2016,roster2017,roster2018,roster2019,roster2020,roster2021,roster2022,roster2023,roster2024
North Carolina,Elly King,,,,,,,,,,1
North Carolina,Jessica Naranjo,,,,,,,,,,1
North Carolina,Camryn Rueda,,,,,,,,,,1
North Carolina State,Chelsea Knight,1,1,1,1,,,,,,
North Carolina State,Nicole Wild,1,1,1,1,,,,,,
North Carolina State,Amanda Fillard,1,1,1,,,,,,,
North Carolina State,Hannah Sobhan,1,1,1,,,,,,,
North Carolina State,Mackenzie Itcush,1,1,,1,,,,,,
North Carolina State,Aubrey Hine,1,1,,,,,,,,
North Carolina State,Courtney Turner,1,1,,,,,,,,
North Carolina State,Brittni Watkins,1,1,,,,,,,,
North Carolina State,Michaela Woodford,1,1,,,,,,,,
North Carolina State,Courtney Bisbe,1,,,,,,,,,
North Carolina State,Lane Jarred,1,,,,,,,,,
North Carolina State,Allie Wismer,1,,,,,,,,,
North Carolina State,Caitlyn Fillard,,1,1,1,1,,,,,
North Carolina State,Paris Phillips,,1,1,1,1,,,,,
North Carolina State,Alexa Phillips,,1,1,1,1,,,,,
North Carolina State,Maggie Tamburro,,1,1,1,1,,,,,
North Carolina State,Sami Circeo,,1,,,,,,,,
North Carolina State,Alexis Beucler,,,1,1,1,1,,,,
North Carolina State,Melissa Brooker,,,1,1,1,1,,,,
North Carolina State,Drew Grantham,,,1,1,1,1,,,,
North Carolina State,Courtney Leighton,,,1,,,,,,,
North Carolina State,Hailey Mesmer,,,1,,,,,,,
North Carolina State,Taylor Murphy,,,1,,,,,,,
North Carolina State,Katelyn Cox,,,,1,1,1,1,,,
North Carolina State,Lauren Kent,,,,1,1,1,1,,,
North Carolina State,Kasey Nelson,,,,1,1,1,1,,,
North Carolina State,Meredith Robinson,,,,,1,1,1,1,1,
North Carolina State,Kailin Foland,,,,,1,1,1,1,,
North Carolina State,Nicole Webb,,,,,1,1,1,1,,
North Carolina State,Victoria Prati,,,,,1,,1,,,
North Carolina State,Alliah Harrison,,,,,1,,,,,
North Carolina State,Emily Shepard,,,,,,1,1,1,1,1
North Carolina State,Chloe Negrete,,,,,,1,1,,1,1
North Carolina State,Alexis Sheppard,,,,,,1,1,,,
North Carolina State,Haley Zarett,,,,,,1,1,,,
North Carolina State,Alexis Ortega,,,,,,1,,1,1,1
North Carolina State,Madison Benson,,,,,,,1,1,1,
North Carolina State,Gabrielle Diaz,,,,,,,1,1,1,
North Carolina State,Carina Jordan,,,,,,,1,1,,
North Carolina State,Olivia Hunter,,,,,,,1,,,
North Carolina State,Grace Hunter,,,,,,,1,,,
North Carolina State,Peyton Childs,,,,,,,,1,1,1
North Carolina State,Macy Jennings,,,,,,,,1,1,1
North Carolina State,Hailey Merchant,,,,,,,,1,1,
North Carolina State,Lauren Rutherford,,,,,,,,1,1,
North Carolina State,Shruthi Anand,,,,,,,,1,,
North Carolina State,Gabrielle Kistner,,,,,,,,1,,
North Carolina State,Lucy Lehman,,,,,,,,1,,
North Carolina State,Meg Adler,,,,,,,,,1,1
North Carolina State,Kailee Adomaites,,,,,,,,,1,1
North Carolina State,Krista Zultevicz,,,,,,,,,1,1
North Carolina State,Sofia Obregon,,,,,,,,,1,
North Carolina State,Katya Edwards,,,,,,,,,,1
North Carolina State,Elle Hadrick,,,,,,,,,,1
North Carolina State,Maddie Hall,,,,,,,,,,1
North Carolina State,Katie Harper,,,,,,,,,,1
North Carolina State,Ashley Knight,,,,,,,,,,1
North Carolina State,Madeline Reid,,,,,,,,,,1
Northern Illinois,Ashley Potts,1,1,1,1,,,,,,
Northern Illinois,Katherine Prentice,1,1,1,1,,,,,,
Northern Illinois,Andie Van Voorhis,1,1,1,1,,,,,,
Northern Illinois,Jamyra Carter,1,1,1,,,,,,,
Northern Illinois,Taylor Crumley,1,1,1,,,,,,,
Northern Illinois,Courtney Dowdell,1,1,1,,,,,,,
Northern Illinois,Megan Gilliam,1,1,1,,,,,,,
Northern Illinois,Megan Greenfield,1,1,1,,,,,,,
Northern Illinois,Brittany Wenzel,1,1,1,,,,,,,
Northern Illinois,Lauren Africano,1,1,,,,,,,,
Northern Illinois,Natalie Amadio,1,1,,,,,,,,
Northern Illinois,Jaelyn Olsen,1,1,,,,,,,,
Northern Illinois,Shelby Davis,1,,,,,,,,,
Northern Illinois,Morgan Johnson,1,,,,,,,,,
Northern Illinois,Kelly Nortz,1,,,,,,,,,
Northern Illinois,Meg Piepenbrink,1,,,,,,,,,
Northern Illinois,Amanda Stepp,1,,,,,,,,,
Northern Illinois,Peyton Taylor,1,,,,,,,,,
Northern Illinois,Anna Martucci,,1,1,1,1,,,,,
Northern Illinois,Paige Nicholas,,1,1,1,1,,,,,
Northern Illinois,Ally Ferber,,1,1,,1,,,,,
Northern Illinois,Kylie Clark,,1,,,,,,,,
Northern Illinois,Amanda Bartemio,,,1,1,1,1,,,,
Northern Illinois,Cinny Lamberti,,,1,1,1,1,,,,
Northern Illinois,Allison Richardson,,,1,1,1,1,,,,
Northern Illinois,Gabby Welch,,,,1,1,1,1,1,,
Northern Illinois,Mia Lord,,,,1,1,1,1,,,
Northern Illinois,Nina Martucci,,,,1,1,1,,,,
Northern Illinois,Emily Basara,,,,1,1,,,,,
Northern Illinois,Aubrie Purtell,,,,1,,,,,,
Northern Illinois,Morgan Hooper,,,,,1,1,1,1,,
Northern Illinois,Tara Kofmehl,,,,,1,1,1,1,,
Northern Illinois,Catherine Biddle,,,,,1,1,1,,,
Northern Illinois,Zoie Schroeder,,,,,1,1,1,,,
Northern Illinois,Nicolette DiPrisco,,,,,1,,1,,,
Northern Illinois,Natalie Hamp,,,,,,1,1,1,1,
Northern Illinois,Brookelyn Sears,,,,,,1,1,1,1,
Northern Illinois,Liana Roman,,,,,,1,1,1,,
Northern Illinois,Lauren Gomes,,,,,,1,1,,,
Northern Illinois,Alyssa Al-Ashari,,,,,,,1,1,1,1
Northern Illinois,Kendall George,,,,,,,1,1,1,1
Northern Illinois,Olivia Lynd,,,,,,,1,1,1,1
Northern Illinois,Kelsey Martz,,,,,,,1,1,,
Northern Illinois,Alana Anderson,,,,,,,,1,1,1
Northern Illinois,Emmalise Nock,,,,,,,,1,1,1
Northern Illinois,Isabella Sissi,,,,,,,,1,1,1
Northern Illinois,Ellery Werner,,,,,,,,1,1,1
Northern Illinois,Emma Brkljacic,,,,,,,,1,1,
Northern Illinois,Ciara Ryan,,,,,,,,1,1,
Northern Illinois,Isabelle West,,,,,,,,1,1,
Northern Illinois,Jenna Blair,,,,,,,,,1,1
Northern Illinois,Hannah Drielick,,,,,,,,,1,1
Northern Illinois,Samantha Nickle,,,,,,,,,1,1
Northern Illinois,Kiera O'Shea,,,,,,,,,1,1
Northern Illinois,Jacklyn Dolitsky,,,,,,,,,1,
Northern Illinois,Mikayla Brown,,,,,,,,,,1
Northern Illinois,Jocelyn Harbeck,,,,,,,,,,1
Northern Illinois,Natalia Kraus,,,,,,,,,,1
Northern Illinois,Isabella Ross,,,,,,,,,,1
Northern Illinois,Dawsyn Sallee,,,,,,,,,,1
Ohio State,Alexis Mattern,1,1,1,1,,,,,,
Ohio State,Stefanie Merkle,1,1,1,1,,,,,,
Ohio State,Michelle Burns,1,1,1,,,,,,,
Ohio State,Tenille Funches,1,1,1,,,,,,,
Ohio State,Taylor Harrison,1,1,1,,,,,,,
Ohio State,Erin Malone,1,1,1,,,,,,,
Ohio State,Jaine VanPutten,1,1,1,,,,,,,
Ohio State,Rachel Abrams,1,1,,,,,,,,
Ohio State,Maggie Dunn,1,1,,,,,,,,
Ohio State,Samantha Kent,1,1,,,,,,,,
Ohio State,Sarah Grady,1,,,,,,,,,
Ohio State,Janelle McClelland,,1,1,1,1,,,,,
Ohio State,Jamie Stone,,1,1,1,1,,,,,
Ohio State,Kaitlynn Hofland,,1,1,1,,,,,,
Ohio State,Olivia Aepli,,,1,1,1,1,,,,
Ohio State,Amanda Huang,,,1,1,1,,,,,
Ohio State,Brooke Chesney,,,,1,1,1,1,,,
Ohio State,Morgan Lowe,,,,1,1,1,1,,,
Ohio State,Jenna Swartzentruber,,,,1,1,1,1,,,
Ohio State,Peyton Hinterberger,,,,1,1,1,,,,
Ohio State,Nevin Adamski,,,,1,,1,,,,
Ohio State,Claire Gagliardi,,,,,1,1,1,1,1,
Ohio State,Sydney Jennings,,,,,1,1,1,1,1,
Ohio State,Colby Miller,,,,,1,1,1,1,1,
Ohio State,Miriam Perez,,,,,1,1,,1,,
Ohio State,Danica Abanto,,,,,1,1,,,,
Ohio State,Kaitlyn Gilson,,,,,1,,,,,
Ohio State,Alexis Hankins,,,,,,1,1,1,1,1
Ohio State,Ella Hodges,,,,,,1,1,1,1,1
Ohio State,Elexis Edwards,,,,,,1,1,1,1,
Ohio State,Raina Malas,,,,,,1,1,1,1,
Ohio State,Zoe Schweitzer,,,,,,1,1,1,,
Ohio State,Sarah Rowland,,,,,,1,,,,
Ohio State,Savannah Gonzalez,,,,,,,1,1,1,1
Ohio State,Emma Pritchard,,,,,,,1,1,1,1
Ohio State,Nicole Riccardi,,,,,,,1,1,1,1
Ohio State,Jojo Warga,,,,,,,1,1,1,1
Ohio State,Hannah Oliveros,,,,,,,1,1,1,
Ohio State,Kali Schierl,,,,,,,1,,,
Ohio State,Tory Vetter,,,,,,,,1,1,1
Ohio State,Jenna Hlavach,,,,,,,,1,1,
Ohio State,Kaitlyn Grimes,,,,,,,,1,,1
Ohio State,Stephanie Berger,,,,,,,,1,,
Ohio State,Maddy Pike,,,,,,,,1,,
Ohio State,Payton Harris,,,,,,,,,1,1
Ohio State,Kaylyn Mintz,,,,,,,,,1,1
Ohio State,Samara Buchanan,,,,,,,,,,1
Ohio State,Mallory Gregory,,,,,,,,,,1
Ohio State,Courtney McCann,,,,,,,,,,1
Ohio State,Maisyn Rader,,,,,,,,,,1
Ohio State,Sidney Washington,,,,,,,,,,1
Oklahoma,Natalie Brown,1,1,1,1,,,,,,
Oklahoma,AJ Jackson,1,1,1,1,,,,,,
Oklahoma,Chayse Capps,1,1,1,,,,,,,
Oklahoma,Charity Jones,1,1,1,,,,,,,
Oklahoma,Kara Lovan,1,1,1,,,,,,,
Oklahoma,McKenzie Wofford,1,1,1,,,,,,,
Oklahoma,Keeley Kmieciak,1,1,,,,,,,,
Oklahoma,Hunter Price,1,1,,,,,,,,
Oklahoma,Haley Scaman,1,1,,,,,,,,
Oklahoma,Brenna Dowell,1,,1,1,1,,,,,
Oklahoma,Erica Brewer,1,,,,,,,,,
Oklahoma,Rebecca Clark,1,,,,,,,,,
Oklahoma,Maile'ana Kanewa,1,,,,,,,,,
Oklahoma,Haley Sorensen,1,,,,,,,,,
Oklahoma,Nicole Lehrmann,,1,1,1,1,,,,,
Oklahoma,Alex Marks,,1,1,1,1,,,,,
Oklahoma,Stefani Catour,,1,1,1,,,,,,
Oklahoma,Jade Degouveia,,,1,1,1,1,,,,
Oklahoma,Maggie Nichols,,,1,1,1,1,,,,
Oklahoma,Samantha Craus,,,1,,,,,,,
Oklahoma,Nicole Turner,,,1,,,,,,,
Oklahoma,Carly Woodard,,,,1,1,1,1,1,,
Oklahoma,Jordan Draper,,,,1,1,1,1,,,
Oklahoma,Evy Schoepfer,,,,1,1,1,1,,,
Oklahoma,Anastasia Webb,,,,1,1,1,1,,,
Oklahoma,Brehanna Showers,,,,1,1,,,,,
Oklahoma,Allie Stern,,,,,1,1,1,1,1,
Oklahoma,Olivia Trautman,,,,,1,1,1,1,1,
Oklahoma,Emma LaPinta,,,,,1,1,1,1,,
Oklahoma,Karrie Thomas,,,,,1,1,1,1,,
Oklahoma,Ragan Smith,,,,,,1,1,1,1,1
Oklahoma,Jenna Dunn,,,,,,1,1,1,1,
Oklahoma,Vanessa Deniz,,,,,,1,1,,,
Oklahoma,Brooke Weins,,,,,,1,,,,
Oklahoma,Audrey Davis,,,,,,,1,1,1,1
Oklahoma,Bell Johnson,,,,,,,1,1,1,1
Oklahoma,Katherine LeVasseur,,,,,,,1,1,1,1
Oklahoma,Audrey Lynn,,,,,,,1,1,,
Oklahoma,Quinn Smith,,,,,,,1,,,
Oklahoma,Jordan Bowers,,,,,,,,1,1,1
Oklahoma,Danae Fletcher,,,,,,,,1,1,1
Oklahoma,Danielle Sievers,,,,,,,,1,1,1
Oklahoma,Sheridan Ramsey,,,,,,,,1,1,
Oklahoma,Meilin Sullivan,,,,,,,,1,,1
Oklahoma,Ava Siegfeldt,,,,,,,,,1,1
Oklahoma,Faith Torrez,,,,,,,,,1,1
Oklahoma,Soraya Hawthorne,,,,,,,,,,1
Oklahoma,Hannah Scheible,,,,,,,,,,1
Oklahoma,Keira Wells,,,,,,,,,,1
Oregon State,Dani Dessaints,1,1,1,1,,,,,,
Oregon State,Shireen Khamedoost,1,1,1,1,,,,,,
Oregon State,Silvia Colussi-Pelaez,1,1,1,,,,,,,
Oregon State,Madeline Gardiner,1,1,1,,,,,,,
Oregon State,Megan Jimenez,1,1,1,,,,,,,
Oregon State,Kaytianna McMillan,1,1,1,,,,,,,
Oregon State,Taylor Ricci,1,1,1,,,,,,,
Oregon State,Risa Perez,1,1,,,,,,,,
Oregon State,Jamie Radermacher,1,1,,,,,,,,
Oregon State,Erika Aufiero,1,,1,,,,,,,
Oregon State,Taylor Keeker,1,,,,,,,,,
Oregon State,Katelyn Ohlrich,1,,,,,,,,,
Oregon State,Kailie Ponto,1,,,,,,,,,
Oregon State,Chelsea Tang,1,,,,,,,,,
Oregon State,Nicole Turner,1,,,,,,,,,
Oregon State,Cerise Witherby,1,,,,,,,,,
Oregon State,Mariana Colussi-Pelaez,,1,1,1,1,,,,,
Oregon State,Mary Jacobsen,,1,1,1,1,,,,,
Oregon State,McKenna Singley,,1,1,1,1,,,,,
Oregon State,Destinee Davis,,,1,1,1,1,,,,
Oregon State,Sabrina Gill,,,1,1,1,1,,,,
Oregon State,Isis Lowery,,,1,1,1,1,,,,
Oregon State,Kaitlyn Yanish,,,,1,1,1,1,1,,
Oregon State,Savanna Force,,,,1,1,1,1,,,
Oregon State,Niya Mack,,,,1,1,1,1,,,
Oregon State,Halli Briscoe,,,,1,1,1,,,,
Oregon State,Maela Lazaro,,,,1,1,1,,,,
Oregon State,Lena Greene,,,,1,1,,1,,,
Oregon State,Alyssa Minyard,,,,1,,1,,,,
Oregon State,Madi Dagen,,,,,1,1,1,1,1,
Oregon State,Kristina Peterson,,,,,1,1,1,,1,
Oregon State,Lacy Dagen,,,,,1,1,1,,,
Oregon State,Lexie Gonzales,,,,,1,1,1,,,
Oregon State,Colette Yamaoka,,,,,1,1,,1,,
Oregon State,Kayla Bird,,,,,,1,1,1,1,
Oregon State,Jenna Domingo,,,,,,1,1,1,1,
Oregon State,Sydney Gonzales,,,,,,,1,1,1,1
Oregon State,Ariana Young,,,,,,,1,1,1,1
Oregon State,Kaitlyn Hoiland,,,,,,,1,,,
Oregon State,Jane Poniewaz,,,,,,,1,,,
Oregon State,Carley Beeman,,,,,,,,1,1,1
Oregon State,Natalie Briones,,,,,,,,1,1,1
Oregon State,Jade Carey,,,,,,,,1,1,1
Oregon State,Karlie Chavez,,,,,,,,1,1,1
Oregon State,Kaitlin Garcia,,,,,,,,1,1,1
Oregon State,Lauren Letzsch,,,,,,,,1,1,
Oregon State,Phoebe Jakubczyk,,,,,,,,1,,
Oregon State,Jennifer McMillan,,,,,,,,,1,1
Oregon State,Savannah Miller,,,,,,,,,1,1
Oregon State,Ellie Weaver,,,,,,,,,1,1
Oregon State,Francesca Caso,,,,,,,,,1,
Oregon State,Julia Melchert,,,,,,,,,1,
Oregon State,Olivia Buckner,,,,,,,,,,1
Oregon State,Taylor DeVries,,,,,,,,,,1
Oregon State,Sophia Esposito,,,,,,,,,,1
Oregon State,Sage Thompson,,,,,,,,,,1
Penn State,Briannah Tsang,1,1,1,1,,,,,,
Penn State,Nicole Medvitz,1,1,1,,,,,,,
Penn State,Chanen Raygoza,1,1,1,,,,,,,
Penn State,Emma Sibson,1,1,1,,,,,,,
Penn State,Oni Timothy,1,1,1,,,,,,,
Penn State,Lexi Carroll,1,,,,,,,,,
Penn State,Lauren Li,1,,,,,,,,,
Penn State,Tina Postiglione,1,,,,,,,,,
Penn State,Sidney Sanabria-Robles,1,,,,,,,,,
Penn State,Krystal Welsh,1,,,,,,,,,
Penn State,Alexandra Witt,1,,,,,,,,,
Penn State,Sabrina Garcia,,1,1,1,1,,,,,
Penn State,Mason Hosek,,1,1,1,1,,,,,
Penn State,Gianna LaGuardia,,1,1,1,1,,,,,
Penn State,Peyton Schuller,,1,1,1,,,,,,
Penn State,Jessica Jones,,1,1,,,,,,,
Penn State,Kiera Brown,,1,,,,,,,,
Penn State,Tess McCracken,,,1,1,1,1,,,,
Penn State,Kristen Politz,,,1,1,1,1,,,,
Penn State,Mikayla Waddell,,,1,,,,,,,
Penn State,Alissa Bonsall,,,,1,1,1,1,1,,
Penn State,Ava Verdeflor,,,,1,1,1,1,,,
Penn State,Lauren Bridgens,,,,1,1,1,,1,,
Penn State,Kourtney Chinnery,,,,1,1,1,,1,,
Penn State,Melissa Astarita,,,,,1,1,1,1,,
Penn State,Erynne Allen,,,,,1,1,1,,,
Penn State,Jessie Bastardi,,,,,1,1,,,,
Penn State,Cassidy Rushlow,,,,,,1,1,1,1,1
Penn State,Amy Bladon,,,,,,1,1,1,,
Penn State,Bella Romagnano,,,,,,1,1,1,,
Penn State,Maddie Johnston,,,,,,,1,1,1,1
Penn State,Maggie Ayers,,,,,,,1,1,,
Penn State,Natalie Cross,,,,,,,1,,,
Penn State,Donna Howell,,,,,,,1,,,
Penn State,Jessica Johanson,,,,,,,,1,1,1
Penn State,Maggie Mace,,,,,,,,1,1,1
Penn State,Bella Salcedo,,,,,,,,1,1,1
Penn State,Elina Vihrova,,,,,,,,1,1,1
Penn State,Nikki Beckwith,,,,,,,,1,,
Penn State,Dymiana Cox,,,,,,,,1,,
Penn State,Grace Harrell,,,,,,,,1,,
Penn State,Gabrielle Gallentine,,,,,,,,,1,1
Penn State,Haleigh Gibble,,,,,,,,,1,1
Penn State,Amani Herring,,,,,,,,,1,1
Penn State,Ava Piedrahita,,,,,,,,,1,1
Penn State,Alyssa Kramer,,,,,,,,,,1
Penn State,Ashley Maul,,,,,,,,,,1
Penn State,Kalea McElligott,,,,,,,,,,1
Penn State,Olivia Yarussi,,,,,,,,,,1
Pennsylvania,Alex Hartke,1,1,1,1,,,,,,
Pennsylvania,Kyra Levi,1,1,1,1,,,,,,
Pennsylvania,Ally Podsednik,1,1,1,1,,,,,,
Pennsylvania,Rachel Graham,1,1,1,,,,,,,
Pennsylvania,Jill Fordiani,1,1,,,,,,,,
Pennsylvania,Amber Hu,1,1,,,,,,,,
Pennsylvania,Carissa Lim,1,1,,,,,,,,
Pennsylvania,Emily Paterson,1,1,,,,,,,,
Pennsylvania,Elyse Shenberger,1,1,,,,,,,,
Pennsylvania,Emily Shugan,1,1,,,,,,,,
Pennsylvania,Morgan Venuti,1,1,,,,,,,,
Pennsylvania,Megan Finck,1,,,1,,,,,,
Pennsylvania,Wynne Levy,1,,,,,,,,,
Pennsylvania,Kaitlyn Reszkowski,1,,,,,,,,,
Pennsylvania,Amanda Schlaefer,1,,,,,,,,,
Pennsylvania,Jennier Silver,1,,,,,,,,,
Pennsylvania,Amber Woo,1,,,,,,,,,
Pennsylvania,Morgan Hunker,,1,1,1,1,,,,,
Pennsylvania,Caroline Moore,,1,1,1,1,,,,,
Pennsylvania,Nicole Swirbalus,,1,1,1,1,,,,,
Pennsylvania,Kristen Ho,,1,1,,,,,,,
Pennsylvania,Kelly Tan,,1,1,,,,,,,
Pennsylvania,Alberta Massey,,1,,,,,,,,
Pennsylvania,Vanessa Moody,,1,,,,,,,,
Pennsylvania,Olivia Neistat,,1,,,,,,,,
Pennsylvania,Natalie Borden,,,1,1,1,1,,,,
Pennsylvania,Alex Kothe,,,1,1,1,1,,,,
Pennsylvania,Tara Mills,,,1,1,1,1,,,,
Pennsylvania,Caroline Mitsch,,,1,1,1,,,,,
Pennsylvania,Kellie Flavin,,,1,,1,1,,,,
Pennsylvania,Emma Cullen,,,1,,,,,,,
Pennsylvania,Rose Hoffman,,,,1,1,1,,,,
Pennsylvania,Jordyn Mannino,,,,1,1,1,,,,
Pennsylvania,Darcy Matsuda,,,,1,1,1,,,,
Pennsylvania,Darby Nelson,,,,1,1,1,,,,
Pennsylvania,Allison Frommer,,,,1,1,,,,,
Pennsylvania,Valerie Rube,,,,1,1,,,,,
Pennsylvania,Lauren Joost,,,,,1,1,,1,,
Pennsylvania,Sydney Kraez,,,,,1,1,,1,,
Pennsylvania,Natalie Yang,,,,,1,1,,1,,
Pennsylvania,Ava Caravela,,,,,1,1,,,,
Pennsylvania,Libby Garfoot,,,,,1,1,,,,
Pennsylvania,Mccaleigh Marr,,,,,,1,,1,1,
Pennsylvania,Rebekah Lashley,,,,,,1,,1,,
Pennsylvania,Najah Curtis,,,,,,1,,,,
Pennsylvania,Ali Karpousis,,,,,,1,,,,
Pennsylvania,Edie Noor Graber,,,,,,1,,,,
Pennsylvania,Kiersten Belkoff,,,,,,,,1,1,1
Pennsylvania,Emma Davies,,,,,,,,1,1,1
Pennsylvania,Sara Kenefick,,,,,,,,1,1,1
Pennsylvania,Campbell Marr,,,,,,,,1,1,1
Pennsylvania,Isabel Song,,,,,,,,1,1,1
Pennsylvania,Olivia Vanhorn,,,,,,,,1,1,1
Pennsylvania,Ariyana Agarwala,,,,,,,,1,1,
Pennsylvania,Rose Debarberie,,,,,,,,1,1,
Pennsylvania,Kristen Kuhn,,,,,,,,1,1,
Pennsylvania,Sarah Penuela-Wermers,,,,,,,,1,1,
Pennsylvania,Isabella Garrett,,,,,,,,1,,1
Pennsylvania,Connie Hsu,,,,,,,,1,,1
Pennsylvania,Ana Kenefick,,,,,,,,1,,1
Pennsylvania,Marigold Garrett,,,,,,,,1,,
Pennsylvania,Sophia Restaino,,,,,,,,1,,
Pennsylvania,Zara Gazdak,,,,,,,,,1,1
Pennsylvania,Skyelar Kerico,,,,,,,,,1,1
Pennsylvania,Marissa Lassiter,,,,,,,,,1,1
Pennsylvania,Carly Oniki,,,,,,,,,1,1
Pennsylvania,Alisha Werlen,,,,,,,,,1,1
Pennsylvania,Samantha Wu,,,,,,,,,1,1
Pennsylvania,Alyssa Rosen,,,,,,,,,1,
Pennsylvania,Jordan Barrow,,,,,,,,,,1
Pennsylvania,Sophia Paris,,,,,,,,,,1
Pennsylvania,Madison Perkins,,,,,,,,,,1
Pennsylvania,Jackie Tunney,,,,,,,,,,1
Pittsburgh,Dani Hall,1,1,1,1,,,,,,
Pittsburgh,Taylor Laymon,1,1,1,1,,,,,,
Pittsburgh,Kelly Burak,1,1,1,,,,,,,
Pittsburgh,Tracey Pearson,1,1,1,,,,,,,
Pittsburgh,Erika Reichert,1,1,1,,,,,,,
Pittsburgh,Tiara Chadran,1,1,,,,,,,,
Pittsburgh,Miya Dotson,1,1,,,,,,,,
Pittsburgh,Lindsay Offutt,1,1,,,,,,,,
Pittsburgh,Lisa Soto,1,1,,,,,,,,
Pittsburgh,Maegan Higdon,1,,,,,,,,,
Pittsburgh,Laura Kummerle,1,,,,,,,,,
Pittsburgh,Maebelle Pacheco,1,,,,,,,,,
Pittsburgh,Julia Schindel,1,,,,,,,,,
Pittsburgh,Lucy Brett,,1,1,1,1,,,,,
Pittsburgh,Krista Collins,,1,1,,1,,,,,
Pittsburgh,Brittany West,,1,1,,1,,,,,
Pittsburgh,Meagan Oscar,,1,1,,,,,,,
Pittsburgh,Kensleigh Owens,,1,,1,,,,,,
Pittsburgh,Jacqueline Lucci,,1,,,,,,,,
Pittsburgh,Rachel Dugan,,,1,1,1,1,,,,
Pittsburgh,Deven Herbine,,,1,1,1,1,,,,
Pittsburgh,Alecia Petrikis,,,1,1,1,1,,,,
Pittsburgh,Charli Spivey,,,1,1,1,,,,,
Pittsburgh,Lucy Jones,,,1,1,,,,,,
Pittsburgh,Megan Tripp,,,1,1,,,,,,
Pittsburgh,Hallie Peele,,,1,,,,,,,
Pittsburgh,Ellie Pikula,,,1,,,,,,,
Pittsburgh,Jordan Ceccarini,,,,1,1,1,1,,,
Pittsburgh,Sophie Bochenek,,,,1,1,1,,,,
Pittsburgh,Haley Brechwald,,,,1,1,1,,,,
Pittsburgh,Catie Conrad,,,,1,,,,,,
Pittsburgh,Olivia Miller,,,,,1,1,1,1,,
Pittsburgh,Kiley Robatin,,,,,1,1,1,1,,
Pittsburgh,Katie Chamberlain,,,,,1,,1,1,,
Pittsburgh,Rebekah Jenkins,,,,,1,,,,,
Pittsburgh,Ciara Ward,,,,,,1,1,1,1,1
Pittsburgh,Christina Weiss,,,,,,1,1,1,1,
Pittsburgh,Lauren Beckwith,,,,,,1,1,1,,
Pittsburgh,Caitlyn Kline,,,,,,1,1,,,
Pittsburgh,Emily Liszewski,,,,,,1,1,,,
Pittsburgh,Michaela Burton,,,,,,1,,,,
Pittsburgh,Reaia Floyd,,,,,,1,,,,
Pittsburgh,Nay'yarrah Winder,,,,,,,1,1,1,
Pittsburgh,Faith Lerro,,,,,,,1,,1,1
Pittsburgh,Katrina Coca,,,,,,,1,,,
Pittsburgh,Trinity Macy,,,,,,,1,,,
Pittsburgh,Hallie Copperwheat,,,,,,,,1,1,1
Pittsburgh,Jordyn Ewing,,,,,,,,1,1,1
Pittsburgh,Kaleigh Cleveland,,,,,,,,1,1,
Pittsburgh,Erin Hutchison,,,,,,,,1,1,
Pittsburgh,Sidney Washington,,,,,,,,1,1,
Pittsburgh,Kailey Gillings,,,,,,,,1,,
Pittsburgh,Kennedy Duke,,,,,,,,,1,1
Pittsburgh,Kendall Foy,,,,,,,,,1,1
Pittsburgh,Reyna Garvey,,,,,,,,,1,1
Pittsburgh,Lucia Jakab,,,,,,,,,1,1
Pittsburgh,Natalia Pawlak,,,,,,,,,1,
Pittsburgh,Jillian Zitcovich,,,,,,,,,1,
Pittsburgh,Shruthi Anand,,,,,,,,,,1
Pittsburgh,Jah'Liyah Bedminster,,,,,,,,,,1
Pittsburgh,Carla Ferzoco,,,,,,,,,,1
Pittsburgh,Kaylee Larson,,,,,,,,,,1
Pittsburgh,Julie Madso,,,,,,,,,,1
Pittsburgh,Trinity Munsisoumang,,,,,,,,,,1
Pittsburgh,Arayah Simons,,,,,,,,,,1
Pittsburgh,Emily Todd,,,,,,,,,,1
Rhode Island College,Alexandria Otis,1,1,1,1,,,,,,
Rhode Island College,Erin Shea,1,1,1,1,,,,,,
Rhode Island College,Jackie Hahn,1,1,1,,,,,,,
Rhode Island College,Cailee Mallory,1,1,1,,,,,,,
Rhode Island College,Corrine Paul,1,1,1,,,,,,,
Rhode Island College,Victoria Costello,1,1,,,,,,,,
Rhode Island College,Erin Craig,1,1,,,,,,,,
Rhode Island College,Meghan French,1,1,,,,,,,,
Rhode Island College,Emma Hartan,1,1,,,,,,,,
Rhode Island College,Cherise Lee,1,1,,,,,,,,
Rhode Island College,Megan McNeil,1,1,,,,,,,,
Rhode Island College,Emily Murphy,1,1,,,,,,,,
Rhode Island College,Courtney Osborn,1,1,,,,,,,,
Rhode Island College,Jamie Krywinski,1,,,,,,,,,
Rhode Island College,Kayla LaRoche,1,,,,,,,,,
Rhode Island College,Samantha Lemire,1,,,,,,,,,
Rhode Island College,Ashley Mertens,1,,,,,,,,,
Rhode Island College,Miranda Murphy,,1,1,1,1,,,,,
Rhode Island College,Allie DiBiase,,1,1,,1,,,,,
Rhode Island College,Alexis DaFonseca,,1,,,,,,,,
Rhode Island College,Beth Kaestner,,1,,,,,,,,
Rhode Island College,Kyndle Yett,,1,,,,,,,,
Rhode Island College,Grace Davis,,,1,1,1,1,,,,
