black,team,gymnast,roster2015,roster2016,roster2017,roster2018,roster2019,roster2020,roster2021,roster2022,roster2023
0,West Virginia,Julia Merwin,,,1,1,1,1,,,
0,West Virginia,Kassidy Cumber,,,1,1,1,,,,
0,West Virginia,McKenna Linnen,,,,1,1,1,1,,
0,West Virginia,Michelle Waldron,,,,1,1,1,1,,
1,West Virginia,Erica Fontaine,,,,1,1,1,,,
0,West Virginia,Sydney Marler,,,,1,1,1,,,
1,West Virginia,Kendra Combs,,,,,1,1,1,1,1
0,West Virginia,Esperanza Abarca,,,,,1,1,1,1,
0,West Virginia,Rachel Hornung,,,,,1,1,1,1,
0,West Virginia,Taylor Sell,,,,,1,1,,,
0,West Virginia,Emily Holmes-Hackerd,,,,,,1,1,1,1
0,West Virginia,Abbie Pierson,,,,,,1,1,1,1
0,West Virginia,Kianna Yancey,,,,,,1,1,1,1
1,West Virginia,Kayla Yancey,,,,,,1,1,,
0,West Virginia,Maya Kraus,,,,,,1,,,
0,West Virginia,Chloe Asper,,,,,,,1,1,1
0,West Virginia,Agatha Handono,,,,,,,1,1,1
1,West Virginia,Kiana Lewis,,,,,,,1,1,1
0,West Virginia,Ellen Collins,,,,,,,1,,1
0,West Virginia,Nicole Norris,,,,,,,1,,
0,West Virginia,Brooke Alban,,,,,,,,1,1
0,West Virginia,Brynn Freehling,,,,,,,,1,1
0,West Virginia,Heidi Hartje,,,,,,,,1,1
0,West Virginia,Anna Leigh,,,,,,,,1,1
0,West Virginia,Gillian Fletcher,,,,,,,,1,
0,West Virginia,Brooke Irwin,,,,,,,,,1
0,West Virginia,Carlee Nelson,,,,,,,,,1
0,West Virginia,Miranda Smith,,,,,,,,,1
0,West Virginia,Emma Wehry,,,,,,,,,1
0,Western Michigan,Kelsey Hood,1,1,1,1,,,,,
0,Western Michigan,Kira Hoy,1,1,1,1,,,,,
0,Western Michigan,Jessica Juncaj,1,1,1,1,,,,,
0,Western Michigan,Brittany Aragon,1,1,1,,,,,,
0,Western Michigan,Kendall Carlson,1,1,1,,,,,,
0,Western Michigan,Anna Corbett,1,1,1,,,,,,
0,Western Michigan,Audry Merritt,1,1,1,,,,,,
0,Western Michigan,Jessie Peszek,1,1,1,,,,,,
0,Western Michigan,Jessica Buis,1,1,,,,,,,
0,Western Michigan,Kayla Weber,1,1,,,,,,,
0,Western Michigan,Rachel Binkley,,1,1,1,1,,,,
0,Western Michigan,Katie Jennings,,1,1,1,1,,,,
0,Western Michigan,Rachael Underwood,,1,1,1,1,,,,
0,Western Michigan,Taylor Buis,,,1,1,1,1,,,
0,Western Michigan,Danielle Bisbikis,,,1,,,,,,
0,Western Michigan,Amanda Ruble,,,1,,,,,,
1,Western Michigan,Stacie Harrison,,,,1,1,1,1,,
0,Western Michigan,Amelia Mohler,,,,1,1,1,,,
0,Western Michigan,Morgan Spence,,,,1,1,1,,,
0,Western Michigan,Sarah Shirley,,,,1,1,,,,
0,Western Michigan,Jackie Yates,,,,1,1,,,,
0,Western Michigan,Carissa Ludwig,,,,,1,1,1,1,
0,Western Michigan,Alexis Olivier,,,,,1,1,1,,
0,Western Michigan,Emily Carless,,,,,1,1,,,
0,Western Michigan,Alyssa Keller,,,,,1,,,,
1,Western Michigan,Shailyn St. Brice,,,,,1,,,,
0,Western Michigan,Carleigh Stillwagon,,,,,1,,,,
0,Western Michigan,Ronni Binstock,,,,,,1,1,1,1
0,Western Michigan,Payton Murphy (Western Michigan),,,,,,1,1,1,1
0,Western Michigan,Josephine Thomas,,,,,,1,1,1,
0,Western Michigan,Charlotte Tishkoff,,,,,,1,1,,
0,Western Michigan,Amanda Gruber,,,,,,1,,1,1
0,Western Michigan,Sarah Moravansky,,,,,,,1,1,1
0,Western Michigan,Dani Petrousek,,,,,,,1,1,1
0,Western Michigan,Arianna Mamelka,,,,,,,1,,
0,Western Michigan,Halle Faulkner,,,,,,,,1,1
0,Western Michigan,Breckin Quoss,,,,,,,,1,1
0,Western Michigan,DonnaKathryn Roy,,,,,,,,1,1
0,Western Michigan,Abby Singh,,,,,,,,1,1
0,Western Michigan,Cassie St. Clair,,,,,,,,1,1
0,Western Michigan,Molly Freeman,,,,,,,,1,
0,Western Michigan,Rylee Gallmeyer,,,,,,,,1,
0,Western Michigan,Margo Van Linden,,,,,,,,1,
0,Western Michigan,Gigi Singh,,,,,,,,,1
0,William & Mary,Monica Ouellet,1,1,1,1,,,,,
0,William & Mary,Briana Gironda,1,1,1,,,,,,
0,William & Mary,Olivia O'Connor,1,1,1,,,,,,
0,William & Mary,Alyssa Glass,1,1,,,,,,,
0,William & Mary,Brittany Stover,1,1,,,,,,,
1,William & Mary,Fallon Way,1,1,,,,,,,
0,William & Mary,Bree Gawron,1,,,,,,,,
0,William & Mary,Larson Lasek,1,,,,,,,,
0,William & Mary,Maggie Lundeen,1,,,,,,,,
0,William & Mary,Stacia Ruse,1,,,,,,,,
0,William & Mary,Brandy Stover,1,,,,,,,,
0,William & Mary,Kristie Wei,1,,,,,,,,
0,William & Mary,Madison Dwyer,,1,1,1,1,,,,
1,William & Mary,Aaliyah Kerr,,1,1,1,1,,,,
0,William & Mary,Katie Webber,,1,1,1,1,,,,
0,William & Mary,Sophie Harris,,1,1,1,,,,,
0,William & Mary,Kellie Wanamaker,,1,1,,,,,,
0,William & Mary,Gaby Johanek,,1,,,,,,,
0,William & Mary,Eileen Malecki,,1,,,,,,,
0,William & Mary,Caroline Caponi,,,1,1,1,1,,,
0,William & Mary,Erika Marr,,,1,1,1,1,,,
0,William & Mary,Elizabeth Snoddy,,,1,1,1,1,,,
0,William & Mary,Taylor White,,,1,1,1,1,,,
0,William & Mary,Katie Waldman,,,,1,1,1,1,,
0,William & Mary,Evan Pakshong,,,,1,1,1,,,
0,William & Mary,Mary Graceyn Gordon,,,,1,,1,1,,
0,William & Mary,Lauren Winkler,,,,,1,1,1,,
0,William & Mary,Samantha Sakti,,,,,1,,,,
0,William & Mary,Regan Sindelar,,,,,1,,,,
0,William & Mary,Emma Wiley,,,,,,1,1,1,1
0,William & Mary,Brianna Greenlow,,,,,,1,,,
0,William & Mary,Abby Carpenter,,,,,,,1,1,1
0,William & Mary,Grace Costello,,,,,,,1,1,1
0,William & Mary,Keaghan Schafer,,,,,,,1,1,1
1,William & Mary,Chloe Campbell,,,,,,,1,1,
0,William & Mary,Caileigh Gulotta,,,,,,,1,1,
0,William & Mary,Amanda Jackson,,,,,,,1,,1
0,William & Mary,Caroline Blatchford,,,,,,,,1,1
0,William & Mary,Sophie Chandler,,,,,,,,1,1
0,William & Mary,Sofia Huang,,,,,,,,1,1
0,William & Mary,Sarah Kuper,,,,,,,,1,1
0,William & Mary,Anne Marie Kuebler,,,,,,,,1,1
0,William & Mary,Sarah Wozniak,,,,,,,,1,1
0,William & Mary,Catherine Bare,,,,,,,,1,
0,William & Mary,Katelyn Nels,,,,,,,,1,
0,William & Mary,Sarah Brownstein,,,,,,,,,1
0,William & Mary,Hannah Burke,,,,,,,,,1
0,William & Mary,Ascha Laird,,,,,,,,,1
0,William & Mary,Michelle Ngo,,,,,,,,,1
0,William & Mary,Lily Walker,,,,,,,,,1
0,Winona State,Katie Carling,1,1,1,1,,,,,
0,Winona State,Kathryn Pipp,1,1,1,1,,,,,
0,Winona State,Taylor Lewis,1,1,1,,,,,,
0,Winona State,Olivia Catellino,1,1,,,,,,,
1,Winona State,Jade Donaldson,1,1,,,,,,,
0,Winona State,Jessica Gabriel,1,1,,,,,,,
0,Winona State,Emily Goldeman,1,1,,,,,,,
0,Winona State,Brooke Hiestand,1,1,,,,,,,
0,Winona State,Cassidy Kleven,1,1,,,,,,,
0,Winona State,Veronica Peterson,1,1,,,,,,,
0,Winona State,Joanna Reale,1,1,,,,,,,
0,Winona State,Melanee Pfautz,1,,,,,,,,
0,Winona State,Danielle Thenell,1,,,,,,,,
0,Winona State,Natalie Koehler,,1,1,1,1,,,,
1,Winona State,Eboni Jackson,,1,1,1,,,,,
0,Winona State,Miranda Saathoff,,1,1,1,,,,,
0,Winona State,Emily Woitchek,,1,1,1,,,,,
0,Winona State,Lexi Bottomley,,1,1,,,,,,
0,Winona State,Alyssa Carroll,,1,1,,,,,,
0,Winona State,Anna Cho,,1,,,,,,,
0,Winona State,Kelcie Kappes,,1,,,,,,,
0,Winona State,Alana Currin,,,1,1,1,1,,,
0,Winona State,Kelly Johnston,,,1,1,1,1,,,
0,Winona State,Megan Tran,,,1,1,1,1,,,
0,Winona State,Kennedy Utz,,,1,1,1,1,,,
0,Winona State,Leah Messelt,,,1,1,1,,,,
0,Winona State,Haruka Hasebe,,,1,1,,,,,
0,Winona State,Breanna Murray,,,1,1,,,,,
0,Winona State,Elizabeth Maher,,,1,,1,1,,,
0,Winona State,Hannah Norman,,,1,,1,1,,,
0,Winona State,Megan Sikorski,,,1,,,,,,
1,Winona State,Samia Taylor,,,1,,,,,,
0,Winona State,Cora Geiger,,,,1,1,1,1,,
0,Winona State,Anna Hiller,,,,1,1,1,1,,
0,Winona State,Shelsea Zehr,,,,1,1,1,1,,
0,Winona State,Sunny Hasebe,,,,1,1,1,,,
0,Winona State,Alexis Burton,,,,1,1,,,,
0,Winona State,Gianna Scala,,,,1,,,,,
0,Winona State,Mikaela Sellner,,,,1,,,,,
0,Winona State,Ashley Wright,,,,1,,,,,
0,Winona State,Hailey Bryant,,,,,1,1,1,1,
0,Winona State,Katie Curtis,,,,,1,1,1,1,
0,Winona State,Maya Fernando,,,,,1,1,1,,
0,Winona State,Hannah Matuszak,,,,,1,1,1,,
0,Winona State,Kaitlyn West,,,,,1,,1,1,
0,Winona State,Mackenzie Velarde,,,,,1,,,,
0,Winona State,Gabrielle Johnson,,,,,,1,1,1,
0,Winona State,Callie Van Dyck,,,,,,1,1,,
0,Winona State,Allison Crescimanno,,,,,,1,,1,
0,Winona State,Maddie Bronson,,,,,,1,,,
0,Winona State,Hailey Doherty,,,,,,1,,,
1,Winona State,Jonica Jordan,,,,,,1,,,
0,Winona State,Breanna Ho,,,,,,,1,1,1
0,Winona State,Izzy Kropiwiec,,,,,,,1,1,1
0,Winona State,Ashley Roth,,,,,,,1,1,1
0,Winona State,Taryn Sellner,,,,,,,1,1,1
0,Winona State,Lydia Anderson,,,,,,,1,1,
0,Winona State,Quinnlan Burger,,,,,,,1,,
0,Winona State,Jessie Gallier,,,,,,,1,,
0,Winona State,Emma Lamping,,,,,,,1,,
0,Winona State,Ava Gaudet,,,,,,,,1,1
0,Winona State,Camdyn McSweeney,,,,,,,,1,1
0,Winona State,Kennedy O'Connor,,,,,,,,1,1
0,Winona State,Gabrielle Gray,,,,,,,,1,
0,Winona State,Bryce Stoltz,,,,,,,,1,
0,Winona State,Kendra Aitken,,,,,,,,,1
0,Winona State,Kaylee Bateman,,,,,,,,,1
0,Winona State,Courtney Knutson,,,,,,,,,1
0,Winona State,Jessisca Miley,,,,,,,,,1
0,Winona State,Kayla Miller,,,,,,,,,1
0,Winona State,Sydney Parsons,,,,,,,,,1
0,Winona State,Ashley Phillips,,,,,,,,,1
0,Yale,Megan Ryan,1,1,1,1,,,,,
0,Yale,Sloane Smith,1,1,1,1,,,,,
0,Yale,Anella Anderson,1,1,1,,,,,,
0,Yale,Allison Bushman,1,1,1,,,,,,
0,Yale,Tatiana Winkelman,1,1,1,,,,,,
0,Yale,Camilla Opperman,1,1,,,,,,,
0,Yale,Brittney Sooksengdao,1,1,,,,,,,
0,Yale,Kacie Traina,1,,1,,,,,,
0,Yale,Brianna Chrisman,1,,,,,,,,
0,Yale,Joyce Li,1,,,,,,,,
0,Yale,Katherine Lucas,1,,,,,,,,
0,Yale,Anna Merkuryev,1,,,,,,,,
0,Yale,Morgan Traina,1,,,,,,,,
1,Yale,Kiarra Alleyne,,1,1,1,1,,,,
0,Yale,Roxanne Trachtenberg,,1,1,1,1,,,,
0,Yale,Jessica Wang,,1,,1,1,,,,
1,Yale,Jade Buford,,,1,1,1,1,,,
1,Yale,Rebecca Chong,,,1,1,1,1,,,
0,Yale,Emma Firmstone,,,1,1,1,1,,,
0,Yale,Anna Jennings,,,1,1,1,1,,,
0,Yale,Sofia Menemenlis,,,1,1,,1,,,
0,Yale,Jacey Baldovino,,,,1,1,1,,,
0,Yale,Charlotte Cooperman,,,,1,1,1,,,
0,Yale,Alyssa Firth,,,,1,1,1,,,
0,Yale,Carly Israel,,,,1,1,1,,,
0,Yale,Rowan Palmer,,,,1,,1,,,
0,Yale,Lindsay Chia,,,,,1,1,,1,
0,Yale,Kendal Toy,,,,,1,,,1,
0,Yale,Riley Meeks,,,,,,1,,1,1
0,Yale,Aimee Titche,,,,,,1,,1,1
1,Yale,Raegan Walker,,,,,,1,,1,1
0,Yale,Caitlin Henry,,,,,,1,,,1
0,Yale,Oren Aviad,,,,,,,,1,1
0,Yale,Emma Mangiacapre,,,,,,,,1,1
0,Yale,Claire Qu,,,,,,,,1,1
0,Yale,Sherry Wang,,,,,,,,1,1
1,Yale,Sarah Wilson,,,,,,,,1,1
0,Yale,Seina Cho,,,,,,,,1,
0,Yale,Emma David,,,,,,,,1,
0,Yale,Nadia Drutau,,,,,,,,1,
0,Yale,Megan Brueck,,,,,,,,,1
0,Yale,Lauren Holt,,,,,,,,,1
0,Yale,Gigi Sabatini,,,,,,,,,1
0,Yale,Hana Strause,,,,,,,,,1
